SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,VESA Mount,Power,Colour,Stock,ALP,DAC
5148105,Z0VQ_2000416848_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1757.5,1706.74
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1790.83,1738.82
5143086,Z0VQ_2000478890_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1799.17,1746.84
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1832.5,1778.92
5143087,Z0VQ_30_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1865,1811
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1898.33,1843.08
5148106,Z0VQ_2000415488_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1682.5,1633.55
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1715.83,1665.63
5143088,Z0VQ_31_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1724.17,1673.65
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1757.5,1705.73
5143089,Z0VQ_32_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1790,1737.81
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1823.33,1769.89
5148107,Z0VQ_2000419280_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1832.5,1778.92
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1865.83,1811
5143084,Z0VQ_2000434874_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1874.17,1819.02
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1907.5,1851.1
5143090,Z0VQ_2000419279_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1940,1883.18
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1973.33,1915.26
5148108,Z0VQ_2000420042_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,2,1982.5,1925.28
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2015.83,1957.36
5148040,Z0VQ_35_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2024.17,1965.38
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2057.5,1997.46
5148041,Z0VQ_36_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2090,2029.54
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,16GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2123.33,2061.62
5148100,Z0VQ_2000414672_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1907.5,1852.1
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1940.83,1884.18
5143075,Z0VQ_19_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1949.17,1892.2
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,1982.5,1924.28
5143076,Z0VQ_20_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2015,1956.36
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2048.33,1988.44
5148109,Z0VQ_2000454622_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2057.5,1998.47
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2090.83,2030.55
5148042,Z0VQ_37_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2099.17,2038.57
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2132.5,2070.65
5148043,Z0VQ_38_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2165,2102.73
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,2TB Fusion Drive,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2198.33,2134.81
5148110,Z0VQ_2000415995_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,1982.5,1925.28
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2015.83,1957.36
5148044,Z0VQ_39_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2024.17,1965.38
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2057.5,1997.46
5148045,Z0VQ_40_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2090,2029.54
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,256GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2123.33,2061.62
5135210,Z0VQ_2000414669_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2132.5,2070.65
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2165.83,2102.73
5148046,Z0VQ_41_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2174.17,2110.75
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2207.5,2142.83
5148047,Z0VQ_42_UK_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2240,2174.91
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,512GB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2 + Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2273.33,2206.99
5143071,Z0VQ_2000419278_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2282.5,2217.01
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Mouse 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2315.83,2249.09
5148048,Z0VQ_2000428622_CTO,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Standard fit,UK Power Supply,Silver,0,2324.17,2257.11
,NOT YET CONFIGURED,MRQY2B/A,3.0GHz 6-core 8th-generation Intel Core i5 processor,32GB 2666MHz DDR4,1TB SSD,Radeon Pro 570X with 4GB GDDR5 memory,Apple Magic Trackpad 2,UK English Keyboard (Please note: Power supply must be selected separately for all keyboards if required),Select this to include a VESA mount (Stand not included),UK Power Supply,Silver,0,2357.5,2289.19
