SAP Num,Manufacturer part no.,Base model code,Processor,Memory,HDD,Graphics,Mouse and Trackpad,Keyboard Options,Power,Colour,Stock,ALP,DAC
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7049.17,6698.85
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",64GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7131.67,6779.05
4573703,Z0UR_2000332478_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6782.5,6585.57
4573861,Z0UR_2000334078_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6824.17,6625.67
4573862,Z0UR_2000334079_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6906.67,6705.87
4573739,Z0UR_2000332170_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7195,6986.57
4573791,Z0UR_2000333022_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7236.67,7026.67
4573792,Z0UR_2000333021_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7319.17,7106.87
5255686,Z0UR_2000416185_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7307.5,7095.85
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7349.17,7135.95
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7431.67,7216.15
4573727,Z0UR_2000332500_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7082.5,6877.3
4573903,Z0UR_2000334120_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7124.17,6917.4
4573904,Z0UR_2000334121_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7206.67,6997.6
4573760,Z0UR_2000332194_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7495,7278.3
4573832,Z0UR_2000333262_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7536.67,7318.4
4573833,Z0UR_2000333261_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7619.17,7398.6
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7607.5,7387.58
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7649.17,7427.68
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7731.67,7507.88
4573728,Z0UR_2000332501_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7682.5,7315.39
4573905,Z0UR_2000334122_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7724.17,7355.49
4573763,Z0UR_2000334123_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,7806.67,7435.69
4573761,Z0UR_2000332195_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8095,7716.39
4573834,Z0UR_2000333260_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8136.67,7756.49
4573835,Z0UR_2000333259_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8219.17,7836.69
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8207.5,7825.67
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8249.17,7865.77
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",128GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,8331.67,7945.97
5240993,Z0UR_2000415086_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9182.5,8919.4
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9224.17,8959.5
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9306.67,9039.7
5240985,Z0UR_2000415070_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9595,9320.4
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9636.67,9360.5
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9719.17,9440.7
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9707.5,9429.68
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9749.17,9469.78
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9831.67,9549.98
5243162,Z0UR_2000415167_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9482.5,9211.13
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9524.17,9251.23
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9606.67,9331.43
5243164,Z0UR_2000415163_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9895,9612.13
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,9936.67,9652.23
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10019.17,9732.43
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10007.5,9721.41
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10049.17,9761.51
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10131.67,9841.71
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10082.5,9649.22
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10124.17,9689.32
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10206.67,9769.52
5352769,Z0UR_2000437375_CTO,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10495,10050.22
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10536.67,10090.32
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10619.17,10170.52
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10607.5,10159.5
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10649.17,10199.6
,NOT YET CONFIGURED,MQ2Y2B/A,"2.5GHz 14-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",256GB 2666MHz DDR4 ECC memory,4TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,10731.67,10279.8
4573696,Z0UR_2000332472_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5882.5,5710.38
4573849,Z0UR_2000334067_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,5924.17,5750.48
4573850,Z0UR_2000334068_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6006.67,5830.68
4573733,Z0UR_2000332166_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6295,6111.38
4573778,Z0UR_2000333385_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6336.67,6151.48
4573779,Z0UR_2000333383_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64 with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6419.17,6231.68
5240988,Z0UR_2000415076_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6407.5,6220.66
,NOT YET CONFIGURED,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6449.17,6260.76
,NOT YET CONFIGURED,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,1TB SSD,Radeon Pro Vega 64X with 16GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6531.67,6340.96
4573712,Z0UR_2000332488_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6182.5,6002.11
4573879,Z0UR_2000334096_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6224.17,6042.21
4573880,Z0UR_2000334097_CTO,MQ2Y2B/A,"2.3GHz 18-core Intel Xeon W processor, Turbo Boost up to 4.3GHz",32GB 2666MHz DDR4 ECC memory,2TB SSD,Radeon Pro Vega 56 with 8GB of HBM2 memory,Magic Mouse 2 + Magic Trackpad 2 - Space Grey,Apple Magic Keyboard with numeric keypad (British) / User's Guide (English) - Space Grey,UK Power Supply,Space Grey,0,6306.67,6122.41
